ID;CODE;NAME
3784;A16.06.016.003;Лимфаденэктомия подвздошно-пахово-бедренная (операция Дюкена)
3785;A16.06.016.004;Лимфаденэктомия подвздошно-пахово-бедренная (операция Дюкена) двухсторонняя
3786;A16.06.016.005;Лимфаденэктомия подвздошно-обтураторная
3787;A16.06.017;Лимфаденэктомия парастернальная
3788;A16.06.017.001;Лимфаденэктомия парастернальная с использованием видеоэндоскопических технологий
3789;A16.06.018;Удаление вилочковой железы
3790;A16.07.001;Удаление зуба
3791;A16.07.001.001;Удаление временного зуба
3792;A16.07.001.002;Удаление постоянного зуба
3793;A16.07.001.003;Удаление зуба сложное с разъединением корней
3794;A16.07.002;Восстановление зуба пломбой
3795;A16.07.002.001;Восстановление зуба пломбой I, II, III, V, VI класс по Блэку с использованием стоматологических цементов
3796;A16.07.002.002;Восстановление зуба пломбой I, II, III, V, VI класс по Блэку с использованием материалов химического отверждения
3797;A16.07.002.003;Восстановление зуба пломбой с нарушением контактного пункта II, III класс по Блэку с использованием стоматологических цементов
3798;A16.07.002.004;Восстановление зуба пломбой с нарушением контактного пункта II, III класс по Блэку с использованием материалов химического отверждения
3799;A16.07.002.005;Восстановление зуба пломбой IV класс по Блэку с использованием стеклоиномерных цементов
3800;A16.07.002.006;Восстановление зуба пломбой IV класс по Блэку с использованием материалов химического отверждения
3801;A16.07.002.007;Восстановление зуба пломбой из амальгамы I, V класс по Блэку
3802;A16.07.002.008;Восстановление зуба пломбой из амальгамы II класс по Блэку
3803;A16.07.002.009;Наложение временной пломбы
3804;A16.07.002.010;Восстановление зуба пломбой I, V, VI класс по Блэку с использованием материалов из фотополимеров
3805;A16.07.002.011;Восстановление зуба пломбой с нарушением контактного пункта II, III класс по Блэку с использованием материалов из фотополимеров
3806;A16.07.002.012;Восстановление зуба пломбой IV класс по Блэку с использованием материалов из фотополимеров
3807;A16.07.003;Восстановление зуба вкладками, виниром, полукоронкой
3808;A16.07.004;Восстановление зуба коронкой
3809;A16.07.005;Восстановление целостности зубного ряда несъемными мостовидными протезами
3810;A16.07.006;Протезирование зуба с использованием имплантата
3811;A16.07.007;Резекция верхушки корня
3812;A16.07.008;Пломбирование корневого канала зуба
3813;A16.07.008.001;Пломбирование корневого канала зуба пастой
3814;A16.07.008.002;Пломбирование корневого канала зуба гуттаперчивыми штифтами
3815;A16.07.008.003;Закрытие перфорации стенки корневого канала зуба
3816;A16.07.009;Пульпотомия (ампутация коронковой пульпы)
3817;A16.07.010;Экстирпация пульпы
3818;A16.07.011;Вскрытие подслизистого или поднадкостничного очага воспаления в полости рта
3819;A16.07.012;Вскрытие и дренирование одонтогенного абсцесса
3820;A16.07.013;Отсроченный кюретаж лунки удаленного зуба
3821;A16.07.014;Вскрытие и дренирование абсцесса полости рта
3822;A16.07.015;Вскрытие и дренирование очага воспаления мягких тканей лица или дна полости рта
3823;A16.07.016;Цистотомия или цистэктомия
3824;A16.07.017;Пластика альвеолярного отростка
3825;A16.07.017.001;Коррекция объема и формы альвеолярного отростка с использованием контракционно-дистракционных аппаратов
3826;A16.07.017.002;Коррекция объема и формы альвеолярного отростка
3827;A16.07.018;Ортодонтическое скрепление металлической проволокой
3828;A16.07.019;Временное шинирование при заболеваниях пародонта
3829;A16.07.020;Удаление наддесневых и поддесневых зубных отложений
3830;A16.07.020.001;Удаление наддесневых и поддесневых зубных отложений в области зуба ручным методом
3831;A16.07.021;Коррекция прикуса с использованием съемных и несъемных ортопедических конструкций
3832;A16.07.022;Контурная пластика лица
3833;A16.07.023;Протезирование зубов полными съемными пластиночными протезами
3834;A16.07.024;Операция удаления ретинированного, дистопированного или сверхкомплектного зуба
3835;A16.07.025;Избирательное пришлифовывание твердых тканей зуба
3836;A16.07.025.001;Избирательное полирование зуба
3837;A16.07.025.002;Полирование ортодонтической конструкции
3838;A16.07.026;Гингивэктомия
3839;A16.07.027;Остеотомия челюсти
3840;A16.07.027.001;Остеотомия скуло-верхнечелюстного комплекса (по Ле Фор III), перемещение фрагмента, остеосинтез титановыми минипластинами
3841;A16.07.028;Ортодонтическая коррекция
3842;A16.07.029;Удаление аденомы слюнной железы
3843;A16.07.030;Инструментальная и медикаментозная обработка корневого канала
3844;A16.07.030.001;Инструментальная и медикаментозная обработка хорошо проходимого корневого канала
3845;A16.07.030.002;Инструментальная и медикаментозная обработка плохо проходимого корневого канала
3846;A16.07.030.003;Временное пломбирование лекарственным препаратом корневого канала
3847;A16.07.031;Восстановление зуба пломбировочными материалами с использованием анкерных штифтов
3848;A16.07.032;Восстановление зуба коронкой с использованием композитной культевой вкладки на анкерном штифте
3849;A16.07.033;Восстановление зуба коронкой с использованием цельнолитой культевой вкладки
3850;A16.07.034;Восстановление целостности зубного ряда съемными мостовидными протезами
3851;A16.07.035;Протезирование частичными съемными пластиночными протезами
3852;A16.07.036;Протезирование съемными бюгельными протезами
3853;A16.07.037;Постоянное шинирование цельнолитыми съемными конструкциями при заболеваниях пародонта
3854;A16.07.038;Открытый кюретаж при заболеваниях пародонта в области зуба
3855;A16.07.039;Закрытый кюретаж при заболеваниях пародонта в области зуба
3856;A16.07.040;Лоскутная операция в полости рта
3857;A16.07.041;Костная пластика челюстно-лицевой области
3858;A16.07.041.001;Костная пластика челюстно-лицевой области с применением биодеградируемых материалов
3859;A16.07.042;Пластика уздечки верхней губы
3860;A16.07.043;Пластика уздечки нижней губы
3861;A16.07.044;Пластика уздечки языка
3862;A16.07.045;Вестибулопластика
3863;A16.07.046;Ортодонтическая коррекция несъемным ортодонтическим аппаратом
3864;A16.07.047;Ортодонтическая коррекция съемным ортодонтическим аппаратом
3865;A16.07.048;Ортодонтическая коррекция с применением брекет-систем
3866;A16.07.049;Повторная фиксация на постоянный цемент несъемных ортопедических конструкций
3867;A16.07.050;Профессиональное отбеливание зубов
3868;A16.07.051;Профессиональная гигиена полости рта и зубов
3869;A16.07.052;Восстановление зуба штифтовым зубом
3870;A16.07.053;Снятие несъемной ортопедической конструкции
3871;A16.07.053.001;Снятие, постановка коронки, кольца ортодонтических
3872;A16.07.053.002;Распил ортодонтического аппарата через винт
3873;A16.07.054;Внутрикостная дентальная имплантация
3874;A16.07.055;Синус-лифтинг (костная пластика, остеопластика)
3875;A16.07.056;Восстановление целостности зубного ряда несъемным консольным протезом
3876;A16.07.057;Запечатывание фиссуры зуба герметиком
3877;A16.07.058;Лечение перикоронита (промывание, рассечение и/или иссечение капюшона)
3878;A16.07.059;Гемисекция зуба
3879;A16.07.060;Коронарно-радикулярная сепарация
3880;A16.07.061;Хейлопластика
3881;A16.07.061.001;Хейлоринопластика
3882;A16.07.061.002;Коррекция верхней губы с одномоментной реконструкцией носа и периостеопластикой расщелины альвеолярного отростка верхней челюсти
3883;A16.07.062;Устранение дефекта наружного носа
3884;A16.07.063;Пластика альвеолярного отростка верхней челюсти
3885;A16.07.064;Удаление образований околоушной слюнной железы с выделением и сохранением ветвей лицевого нерва
3886;A16.07.066;Уранопластика
3887;A16.07.067;Удаление слюнной железы
3888;A16.07.067.001;Паротидэктомия радикальная
3889;A16.07.067.002;Паротидэктомия радикальная одномоментно с проведением нейропластики ветвей лицевого нерва с применением микрохирургической техники
3890;A16.07.067.003;Паротидэктомия радикальная с микрохирургической пластикой с использованием видеоэндоскопических технологий
3891;A16.07.067.004;Паротидэктомия радикальная с реконструктивно-пластическим компонентом
3892;A16.07.067.005;Удаление околоушной слюнной железы с выделением и сохранением ветвей лицевого нерва
3893;A16.07.067.006;Субтотальная резекция околоушной слюнной железы
3894;A16.07.071;Резекция языка
3895;A16.07.071.001;Резекция языка клиновидная
3896;A16.07.072;Реконструкция языка
3897;A16.07.074;Резекция полости рта
3898;A16.07.074.001;Резекция дна полости рта комбинированная
3899;A16.07.074.002;Резекция дна полости рта комбинированная с микрохирургической пластикой с использованием видеоэндоскопических технологий
3900;A16.07.074.003;Резекция дна полости рта комбинированная с микрохирургической пластикой
3901;A16.07.075;Формирование оростомы
3902;A16.07.076;Резекция твердого неба
3903;A16.07.076.001;Резекция твердого неба с реконструктивно-пластическим компонентом
3904;A16.07.076.002;Резекция твердого неба с устранением образовавшегося дефекта реваскуляризованным аутотрансплантатом с применением микрохирургической техники
3905;A16.07.076.003;Резекция твердого неба с микрохирургической пластикой с использованием видеоэндоскопических технологий
3906;A16.07.077;Резекция губы
3907;A16.07.077.001;Резекция губы с реконструктивно-пластическим компонентом
3908;A16.07.077.002;Резекция губы с устранением образовавшегося дефекта реваскуляризованным аутотрансплантатом с применением микрохирургической техники
3909;A16.07.078;Гемиглосэктомия
3910;A16.07.078.001;Гемиглосэктомия с реконструктивно-пластическим компонентом
3911;A16.07.078.002;Гемиглосэктомия с устранением образовавшегося дефекта реваскуляризованным аутотрансплантатом с применением микрохирургической техники
3912;A16.07.078.003;Гемиглосэктомия с микрохирургической пластикой с использованием видеоэндоскопических технологий
3913;A16.07.079;Глосэктомия
3914;A16.07.079.001;Глосэктомия с реконструктивно-пластическим компонентом
3915;A16.07.079.002;Глосэктомия с микрохирургической пластикой
3916;A16.07.079.003;Глосэктомия с микрохирургической пластикой с использованием видеоэндоскопических технологий
3917;A16.07.079.004;Глосэктомия комбинированная
3918;A16.07.080;Резекция околоушной слюнной железы
3919;A16.07.080.001;Резекция околоушной слюнной железы с реконструктивно-пластическим компонентом
3920;A16.07.080.002;Резекция околоушной слюнной железы с невролизом ствола и/или ветвей лицевого нерва с микрохирургической техники
3921;A16.07.081;Резекция ротоглотки
3922;A16.07.081.001;Резекция ротоглотки комбинированная
3923;A16.07.081.002;Резекция ротоглотки комбинированная с реконструктивно-пластическим компонентом
3924;A16.07.081.003;Резекция ротоглотки комбинированная с микрохирургической реконструкцией
3925;A16.07.081.004;Резекция ротоглотки комбинированная с микрохирургической реконструкцией и использованием видеоэндоскопических технологий
3926;A16.07.082;Сошлифовывание твердых тканей зуба
3927;A16.07.082.001;Распломбировка корневого канала ранее леченного пастой
3928;A16.07.082.002;Распломбировка корневого канала ранее леченного фосфат-цементом/резорцин-формальдегидным методом
3929;A16.07.083;Пластика верхней губы
3930;A16.07.083.001;Пластика верхней губы с использованием местных тканей
3931;A16.07.083.002;Пластика верхней губы с использованием имплантата
3932;A16.07.084;Пластика нижней губы
3933;A16.07.084.001;Пластика нижней губы с использованием местных тканей
3934;A16.07.084.002;Пластика нижней губы с использованием имплантата
3935;A16.07.085;Резекция подчелюстной слюнной железы
3936;A16.07.085.001;Резекция подчелюстной слюнной железы с использованием видеоэндоскопических технологий
3937;A16.07.086;Пластика мягкого неба
3938;A16.07.087;Увулопластика
3939;A16.07.088;Иссечение околоушного слюнного свища
3940;A16.07.089;Гингивопластика
3941;A16.07.090;Гингивотомия
3942;A16.07.091;Снятие временной пломбы
3943;A16.07.092;Трепанация зуба, искусственной коронки
3944;A16.07.093;Фиксация внутриканального штифта/ вкладки
3945;A16.07.094;Удаление внутриканального штифта/ вкладки
3946;A16.07.095;Остановка луночного кровотечения без наложения швов
3947;A16.07.095.001;Остановка луночного кровотечения без наложения швов методом тампонады
3948;A16.07.095.002;Остановка луночного кровотечения без наложения швов с использованием гемостатических материалов
3949;A16.07.096;Пластика перфорации верхнечелюстной пазухи
3950;A16.07.097;Наложение шва на слизистую оболочку рта
3951;A16.07.098;Пластика местными тканями при косой расщелине лица
3952;A16.08.001;Тонзилэктомия
3953;A16.08.001.001;Тонзилэктомия с использованием видеоэндоскопических технологий
3954;A16.08.002;Аденоидэктомия
3955;A16.08.002.001;Аденоидэктомия с использованием видеоэндоскопических технологий
3956;A16.08.003;Постановка временной трахеостомы
3957;A16.08.004;Постановка постоянной трахеостомы
3958;A16.08.005;Ларинготомия
3959;A16.08.006;Механическая остановка кровотечения (передняя и задняя тампонада носа)
3960;A16.08.006.001;Передняя тампонада носа
3961;A16.08.006.002;Задняя тампонада носа
3962;A16.08.007;Удаление инородного тела глотки или гортани
3963;A16.08.008;Пластика носа
3964;A16.08.008.001;Пластика носа с использованием метода дерматензии
3965;A16.08.008.002;Пластика носа при кифозе
3966;A16.08.008.003;Пластика носа при лордозе
3967;A16.08.008.004;Пластика кончика носа
3968;A16.08.008.005;Пластика сколиозного носа
3969;A16.08.008.006;Контурная пластика носа
3970;A16.08.009;Удаление полипов носовых ходов
3971;A16.08.009.001;Удаление полипов носовых ходов с использованием видеоэндоскопических технологий
3972;A16.08.010;Конхотомия
3973;A16.08.010.001;Подслизистая вазотомия нижних носовых раковин
3974;A16.08.010.002;Резекция носовых раковин с использованием видеоэндоскопических технологий
3975;A16.08.010.003;Пластика нижних носовых раковин с использованием видеоэндоскопических технологий
3976;A16.08.010.004;Шейверная конхотомия с использованием видеоэндоскопических технологий
3977;A16.08.011;Удаление инородного тела носа
3978;A16.08.012;Вскрытие паратонзиллярного абсцесса
3979;A16.08.013;Септопластика
3980;A16.08.013.001;Пластика носовой перегородки с использованием видеоэндоскопических технологий
3981;A16.08.013.002;Пластика перфорации носовой перегородки
3982;A16.08.014;Репозиция костей носа
3983;A16.08.015;Гальванокаустика нижних носовых раковин
3984;A16.08.016;Промывание лакун миндалин
3985;A16.08.017;Радикальная операция на верхнечелюстных пазухах
3986;A16.08.017.001;Гайморотомия с использованием видеоэндоскопических технологий
3987;A16.08.017.002;Микрогайморотомия с использованием видеоэндоскопических технологий
3988;A16.08.018;Вскрытие фурункула носа
3989;A16.08.019;Смена трахеостомической трубки
3990;A16.08.020;Закрытие трахеостомы
3991;A16.08.020.001;Деканюляция (удаление трахеотомической трубки)
3992;A16.08.021;Трахеотомия
3993;A16.08.022;Кониотомия
3994;A16.08.023;Промывание верхнечелюстной пазухи носа
3995;A16.08.024;Резекция гортани
3996;A16.08.024.001;Микроэндоларингеальная резекция гортани с использованием видеоэндоскопических технологий
3997;A16.08.024.002;Резекция гортани с реконструкцией посредством имплантата или биоинженерной реконструкцией
3998;A16.08.024.003;Резекция гортани с микрососудистой реконструкцией с использованием видеоэндоскопических технологий
3999;A16.08.024.004;Резекция гортани с микрососудистой реконструкцией
4000;A16.08.025;Пластика гортани
4001;A16.08.026;Имплантация трахео-пищеводного шунта
4002;A16.08.027;Реконструкция трахеостомы
4003;A16.08.028;Бужирование трахеи
4004;A16.08.029;Реканализация трахеи
4005;A16.08.029.001;Ларингофарингэктомия с реконструкцией перемещенным лоскутом
4006;A16.08.029.002;Ларингофарингэктомия с биоинженерной реконструкцией
4007;A16.08.029.003;Ларингофарингэктомия с микрососудистой реконструкцией
4008;A16.08.029.004;Ларингофарингэктомия с микрососудистой реконструкцией с использованием видеоэндоскопических технологий
4009;A16.08.030;Создание экстратрахеального каркаса
4010;A16.08.031;Хоанотомия
4011;A16.08.031.001;Пластика хоаны с использованием видеоэндоскопических технологий
4012;A16.08.032;Резекция трахеи
4013;A16.08.032.001;Резекция трахеи циркулярная
4014;A16.08.032.002;Резекция трахеи циркулярная расширенная
4015;A16.08.032.003;Резекция трахеи циркулярная комбинированная
4016;A16.08.032.004;Резекция трахеи с реконструктивно-пластическим компонентом
4017;A16.08.032.005;Резекция трахеи с использованием видеоэндоскопических технологий
4018;A16.08.032.006;Резекция бифуркации трахеи
4019;A16.08.032.007;Клиновидная резекция трахеи
4020;A16.08.033;Пластика трахеи
4021;A16.08.033.001;Пластика дефекта трахеи биоинженерным лоскутом
4022;A16.08.033.002;Ларинготрахеопластика
4023;A16.08.034;Реконструкция глотки
4024;A16.08.035;Удаление новообразования полости носа
4025;A16.08.035.001;Удаление новообразования полости носа с использованием видеоэндоскопических технологий
4026;A16.08.036;Резекция грушевидного синуса
4027;A16.08.036.001;Резекция грушевидного синуса микроэндофарингеальная
4028;A16.08.036.002;Резекция грушевидного синуса с реконструктивно-пластическим компонентом
4029;A16.08.037;Резекция глотки
4030;A16.08.037.001;Резекция глотки с микрососудистой реконструкцией
4031;A16.08.037.002;Резекция глотки с микрососудистой реконструкцией с использованием видеоэндоскопических технологий
4032;A16.08.037.003;Резекция глотки с реконструктивно-пластическим компонентом
4033;A16.08.038;Фарингэктомия
4034;A16.08.038.001;Фарингэктомия комбинированная с реконструктивно-пластическим компонентом
4035;A16.08.038.002;Фарингэктомия комбинированная с микрососудистой реконструкцией
4036;A16.08.038.003;Фарингэктомия комбинированная с микрососудистой реконструкцией с использованием видеоэндоскопических технологий
4037;A16.08.039;Фарингостомия
4038;A16.08.040;Удаление новообразования гортани
4039;A16.08.040.001;Удаление новообразования гортани микрохирургическое
4040;A16.08.040.002;Удаление новообразования гортани методом ультразвуковой деструкции
4041;A16.08.040.003;Удаление новообразования гортани методом лазерной деструкции
4042;A16.08.040.004;Удаление новообразования гортани методом радиоволновой деструкции
4043;A16.08.040.005;Удаление новообразования гортани методом аргоноплазменной деструкции
4044;A16.08.040.006;Удаление новообразования гортани с использованием видеоэндоскопических технологий
4045;A16.08.040.007;Удаление новообразования голосовой складки эндоларингеальное
4046;A16.08.040.008;Удаление новообразования надгортанника эндоларингеальное
4047;A16.08.041;Удаление рубца гортани
4048;A16.08.041.001;Удаление рубца гортани микрохирургическое
4049;A16.08.041.002;Удаление рубца гортани методом ультразвуковой деструкции
4050;A16.08.041.003;Удаление рубца гортани методом лазерной деструкции
4051;A16.08.041.004;Удаление рубца гортани методом радиоволновой деструкции
4052;A16.08.041.005;Удаление рубца гортани методом аргоноплазменной деструкции
4053;A16.08.042;Удаление новообразования трахеи
4054;A16.08.042.001;Удаление папиллом трахеи микрохирургическое
4055;A16.08.042.002;Удаление новообразования трахеи методом лазерной деструкции
4056;A16.08.042.003;Эндоскопическая лазерная деструкция опухоли трахеи
4057;A16.08.042.004;Эндоскопическое электрохирургическое удаление опухоли трахеи
4058;A16.08.043;Эндоскопическое стентирование трахеи "Т-образной трубкой"
4059;A16.08.044;Удаление новообразования верхних дыхательных путей с применением микрохирургической, эндоскопической, навигационной техники, а также с эндоваскулярной эмболизацией сосудов микроэмболами или при помощи адгезивного агента
4060;A16.08.045;Эндоларингеальное реконструктивно-пластическое вмешательство на голосовых складках с использованием имплантов, аллогенных материалов с применением микрохирургической техники
4061;A16.08.046;Операция по реиннервации и заместительной функциональной пластике гортани и трахеи с применением микрохирургической техники и электромиографическим мониторингом
4062;A16.08.047;Костная пластика стенок околоносовых пазух с использованием трансплантантов и/или имплантов, эндопротезов, биодеградирующих и фиксирующих материалов
4063;A16.08.049;Эндоскопическое электрохирургическое удаление новообразования полости носа
4064;A16.08.050;Эндоскопическое электрохирургическое удаление новообразования придаточных пазух
4065;A16.08.051;Эндоскопическое электрохирургическое удаление новообразования гортани
4066;A16.08.052;Ларингэктомия
4067;A16.08.052.001;Ларингэктомия расширенная
4068;A16.08.052.002;Ларингэктомия комбинированная
4069;A16.08.053;Фронтотомия
4070;A16.08.053.001;Фронтотомия эндоскопическая
4071;A16.08.054;Удаление новообразования глотки
4072;A16.08.054.001;Удаление новообразования глотки эндоларингеальное
4073;A16.08.054.002;Удаление новообразования глотки методом лазерной деструкции
4074;A16.08.055;Иссечение синехий и атрезий носа
4075;A16.08.055.001;Иссечение синехий и атрезий полости носа с помощью лазера
4076;A16.08.056;Удаление новообразования околоносовых пазух носа
4077;A16.08.057;Удаление мукоцеле лобной пазухи
4078;A16.08.058;Закрытие ороназального свища
4079;A16.08.058.001;Закрытие ороназального свища местными тканями
4080;A16.08.059;Радикальная операция на лобной пазухе
4081;A16.08.060;Хордопексия (латерофиксация истинных голосовых складок)
4082;A16.08.061;Хордэктомия (удаление истинных голосовых складок)
4083;A16.08.061.001;Хордэктомия эндоларингеальная
4084;A16.08.062;Удаление новообразования носовой перегородки методом лазерной деструкции
4085;A16.08.063;Лакунотомия лазерная
4086;A16.08.064;Тонзиллотомия
4087;A16.08.065;Вскрытие и дренирование абсцесса глотки
4088;A16.08.066;Риносептопластика
4089;A16.08.066.001;Риносептопластика с использованием видеоэндоскопических технологий
4090;A16.08.067;Вскрытие гематомы верхних дыхательных путей
4091;A16.08.068;Стентирование трахеи
4092;A16.08.069;Пластика фарингостомы
4093;A16.08.070;Вскрытие решетчатой буллы с использованием видеоэндоскопических технологий
4094;A16.08.071;Полисинусотомия с использованием видеоэндоскопических технологий
4095;A16.08.072;Инфундибулотомия с использованием видеоэндоскопических технологий
4096;A16.08.073;Резекция решетчатой буллы с использованием видеоэндоскопических технологий
4097;A16.08.074;Лазерная деструкция сосудов носовой перегородки
4098;A16.08.075;Лазерная деструкция трубного валика эндоскопическая
4099;A16.08.076;Пластика трубного валика с использованием видеоэндоскопических технологий
4100;A16.08.077;Рассечение рубцовых стриктур трахеи
4101;A16.09.001;Торакоцентез
4102;A16.09.001.001;Торакоцентез под контролем ультразвукового исследования
4103;A16.09.001.002;Закрытие свища нижних дыхательных путей и легочной ткани
4104;A16.09.002;Трансплантация легкого
4105;A16.09.002.001;Трансплантация легочно-сердечного комплекса
4106;A16.09.003;Разрез грудной стенки и плевры
4107;A16.09.004;Дренирование плевральной полости
4108;A16.09.004.001;Дренирование плевральной полости с использованием видеоэндоскопических технологий
4109;A16.09.005;Остановка кровотечения из нижних дыхательных путей
4110;A16.09.005.001;Остановка кровотечения из нижних дыхательных путей с использованием видеоэндоскопических технологий
4111;A16.09.006;Торакотомия
4112;A16.09.006.001;Торакотомия. Ушивание легкого
4113;A16.09.007;Плеврэктомия
4114;A16.09.007.001;Плеврэктомия. Видеоторакоскопическая резекция легких при туберкулезе
4115;A16.09.007.002;Плеврэктомия видеоторакоскопическая
4116;A16.09.007.003;Удаление опухоли плевры видеоторакоскопическое
4117;A16.09.007.004;Плеврэктомия. Видеоторакоскопическая резекция легких
4118;A16.09.008;Облитерация плевральной полости
4119;A16.09.009;Лобэктомия (удаление доли легкого)
4120;A16.09.009.001;Лобэктомия. Видеоторакоскопическая резекция легких при туберкулезе
4121;A16.09.009.002;Лобэктомия. Одномоментная двухсторонняя операция на легких
4122;A16.09.009.003;Лобэктомия. Операция декортикации легкого. Пневмонэктомии при осложненных формах туберкулеза
4123;A16.09.009.004;Лобэктомия. Операции по коррекции плевральной полости: торакомиопластика, транспозиция диафрагмы
4124;A16.09.009.005;Лобэктомия (билобэктомия) с резекцией и реконструкцией бронха, бифуркации трахеи
4125;A16.09.009.006;Лобэктомия расширенная при новообразованиях легких
4126;A16.09.009.007;Билобэктомия расширенная при новообразованиях легких
4127;A16.09.009.008;Комбинированная лобэктомия
4128;A16.09.009.009;Лобэктомия расширенная с использованием видеоэндоскопических технологий
4129;A16.09.009.010;Лобэктомия. Видеоторакоскопическая резекция легких
4130;A16.09.009.011;Лобэктомия. Операция декортикации легкого. Пневмонэктомии
4131;A16.09.011;Искусственная вентиляция легких
4132;A16.09.011.001;Искусственная вентиляция легких с раздельной интубацией бронхов
4133;A16.09.011.002;Неинвазивная искусственная вентиляция легких
4134;A16.09.011.003;Высокочастотная искусственная вентиляция легких
4135;A16.09.011.004;Синхронизированная перемежающаяся принудительная вентиляция легких
4136;A16.09.011.005;Вспомогательная искусственная вентиляция легких
4137;A16.09.011.006;Неинвазивная вентиляция с двухуровневым положительным давлением
4138;A16.09.012;Удаление инородного тела трахеи, бронха или легкого
4139;A16.09.013;Удаление новообразования легкого (атипичная резекция)
4140;A16.09.013.001;Одномоментная двухсторонняя операция на легких
4141;A16.09.013.002;Комбинированная операция удаления новообразования легкого и коррекция плевральной полости: торакомиопластика, транспозиция диафрагмы
4142;A16.09.013.003;Удаление новообразования легкого (атипичная резекция). Операции по коррекции плевральной полости: торакомиопластика, пересадка диафрагмы
4143;A16.09.013.004;Удаление новообразования легкого (атипичная резекция). Видеоторакоскопическая резекция легких при туберкулезе
4144;A16.09.013.005;Роботассистированное удаление новообразования легкого (атипичная резекция)
4145;A16.09.013.006;Удаление новообразования легкого (атипичная резекция) видеоторакоскопическое
4146;A16.09.014;Пневмонэктомия
4147;A16.09.014.001;Пневмонэктомия. Видеоторакоскопическая резекция легких при туберкулезе
4148;A16.09.014.002;Пневмонэктомия расширенная с резекцией соседних органов
4149;A16.09.014.003;Пневмонэктомия с резекцией и реконструкцией бифуркации трахеи
4150;A16.09.014.004;Комбинированная пневмонэктомия
4151;A16.09.014.005;Пневмонэктомия расширенная
4152;A16.09.014.006;Пневмонэктомия. Видеоторакоскопическая резекция легких
4153;A16.09.014.007;Пневмонэктомия видеоторакоскопическая
4154;A16.09.015;Резекция легкого (более одной доли)
4155;A16.09.015.001;Видеоторакоскопическая резекция легких при туберкулезе
4156;A16.09.015.002;Резекция легкого (более одной доли). Операции декортикации легких, пневмонэктомии при осложненных формах туберкулеза
4157;A16.09.015.003;Резекция легкого (более одной доли). Операции по коррекции плевральной полости: торакомиопластика, пересадка диафрагмы
4158;A16.09.015.004;Видеоассистированная(ые) атипичная(ые) резекция(ии) легкого (первичные, повторные, двухсторонние)
4159;A16.09.015.005;Резекция легкого (более одной доли) ангиобронхопластическая
4160;A16.09.015.006;Бронхоплатическая резекция легкого с формированием полибронхиальных анастомозов
4161;A16.09.015.007;Резекция легкого (более одной доли). Операции декортикации легких, пневмонэктомии
4162;A16.09.015.008;Резекция легких видеоторакоскопическая
